2011-01-01T00:00:00,8,3,C001,76
2011-01-02T00:00:00,8,3,C001,112
2011-01-03T00:00:00,8,3,C001,112
2011-01-04T00:00:00,8,3,C001,87
2011-01-05T00:00:00,8,3,C001,112
2011-01-06T00:00:00,8,3,C001,112
2011-01-07T00:00:00,8,3,C001,75
2011-01-08T00:00:00,8,3,C001,112
2011-01-09T00:00:00,8,3,C001,112
2011-01-10T00:00:00,8,3,C001,87
2011-01-11T00:00:00,8,3,C001,112
2011-01-12T00:00:00,8,3,C001,112
2011-01-13T00:00:00,8,3,C001,82
2011-01-14T00:00:00,8,3,C001,112
2011-01-15T00:00:00,8,3,C001,112
2011-01-16T00:00:00,8,3,C001,84
2011-01-17T00:00:00,8,3,C001,112
2011-01-18T00:00:00,8,3,C001,112
2011-01-19T00:00:00,8,3,C001,90
2011-01-20T00:00:00,8,3,C001,112
2011-01-21T00:00:00,8,3,C001,112
2011-01-22T00:00:00,8,3,C001,96
2011-01-23T00:00:00,8,3,C001,112
2011-01-24T00:00:00,8,3,C001,112
2011-01-25T00:00:00,8,3,C001,78
2011-01-26T00:00:00,8,3,C001,112
2011-01-27T00:00:00,8,3,C001,112
2011-01-28T00:00:00,8,3,C001,76
2011-01-29T00:00:00,8,3,C001,112
2011-01-30T00:00:00,8,3,C001,112
2011-01-31T00:00:00,8,3,C001,85
2011-02-01T00:00:00,8,3,C001,101
2011-02-02T00:00:00,8,3,C001,112
2011-02-03T00:00:00,8,3,C001,74
2011-02-04T00:00:00,8,3,C001,112
2011-02-05T00:00:00,8,3,C001,112
2011-02-06T00:00:00,8,3,C001,86
2011-02-07T00:00:00,8,3,C001,112
2011-02-08T00:00:00,8,3,C001,112
2011-02-09T00:00:00,8,3,C001,87
2011-02-10T00:00:00,8,3,C001,112
2011-02-11T00:00:00,8,3,C001,112
2011-02-12T00:00:00,8,3,C001,74
2011-02-13T00:00:00,8,3,C001,112
2011-02-14T00:00:00,8,3,C001,112
2011-02-15T00:00:00,8,3,C001,96
2011-02-16T00:00:00,8,3,C001,112
2011-02-17T00:00:00,8,3,C001,112
2011-02-18T00:00:00,8,3,C001,67
2011-02-19T00:00:00,8,3,C001,112
2011-02-20T00:00:00,8,3,C001,112
2011-02-21T00:00:00,8,3,C001,67
2011-02-22T00:00:00,8,3,C001,112
2011-02-23T00:00:00,8,3,C001,112
2011-02-24T00:00:00,8,3,C001,95
2011-02-25T00:00:00,8,3,C001,112
2011-02-26T00:00:00,8,3,C001,112
2011-02-27T00:00:00,8,3,C001,101
2011-02-28T00:00:00,8,3,C001,112
2011-03-01T00:00:00,8,3,L001,2752
2011-03-02T00:00:00,8,3,L001,2720
2011-03-03T00:00:00,8,3,L001,3200
2011-03-04T00:00:00,8,3,L001,3200
2011-03-05T00:00:00,8,3,L001,2304
2011-03-06T00:00:00,8,3,L001,3200
2011-03-07T00:00:00,8,3,L001,3200
2011-03-08T00:00:00,8,3,L001,1984
2011-03-09T00:00:00,8,3,L001,3200
2011-03-10T00:00:00,8,3,L001,3200
2011-03-11T00:00:00,8,3,L001,2688
2011-03-12T00:00:00,8,3,L001,3200
2011-03-13T00:00:00,8,3,L001,3200
2011-03-14T00:00:00,8,3,L001,2496
2011-03-15T00:00:00,8,3,L001,3200
2011-03-16T00:00:00,8,3,L001,3200
2011-03-17T00:00:00,8,3,L001,2752
2011-03-18T00:00:00,8,3,L001,3200
2011-03-19T00:00:00,8,3,L001,3200
2011-03-20T00:00:00,8,3,L001,2400
2011-03-21T00:00:00,8,3,L001,3200
2011-03-22T00:00:00,8,3,L001,3200
2011-03-23T00:00:00,8,3,L001,2688
2011-03-24T00:00:00,8,3,L001,3200
2011-03-25T00:00:00,8,3,L001,3200
2011-03-26T00:00:00,8,3,L001,2656
2011-03-27T00:00:00,8,3,L001,3200
2011-03-28T00:00:00,8,3,L001,3200
2011-03-29T00:00:00,8,3,L001,2240
2011-03-30T00:00:00,8,3,L001,3200
2011-03-31T00:00:00,8,3,L001,3200
2011-04-01T00:00:00,8,3,L001,2422
2011-04-02T00:00:00,8,3,L001,3200
2011-04-03T00:00:00,8,3,L001,3200
2011-04-04T00:00:00,8,3,L001,2112
2011-04-05T00:00:00,8,3,L001,3200
2011-04-06T00:00:00,8,3,L001,3200
2011-04-07T00:00:00,8,3,L001,1920
2011-04-08T00:00:00,8,3,L001,3200
2011-04-09T00:00:00,8,3,L001,3200
2011-04-10T00:00:00,8,3,L001,2816
2011-04-11T00:00:00,8,3,L001,3200
2011-04-12T00:00:00,8,3,L001,3200
2011-04-13T00:00:00,8,3,L001,2240
2011-04-14T00:00:00,8,3,L001,3200
2011-04-15T00:00:00,8,3,L001,3200
2011-04-16T00:00:00,8,3,L001,2048
2011-04-17T00:00:00,8,3,L001,3200
2011-04-18T00:00:00,8,3,L001,3200
2011-04-19T00:00:00,8,3,L001,2112
2011-04-20T00:00:00,8,3,L001,3200
2011-04-21T00:00:00,8,3,L001,3200
2011-04-22T00:00:00,8,3,L001,2144
2011-04-23T00:00:00,8,3,L001,3200
2011-04-24T00:00:00,8,3,L001,3200
2011-04-25T00:00:00,8,3,L001,2784
2011-04-26T00:00:00,8,3,L001,3200
2011-04-27T00:00:00,8,3,L001,3200
2011-04-28T00:00:00,8,3,L001,2816
2011-04-29T00:00:00,8,3,L001,3200
2011-04-30T00:00:00,8,3,L001,3200
2011-05-01T00:00:00,8,3,L001,2140
2011-05-02T00:00:00,8,3,L001,3200
